model,pred_len,test_loss,r2_val_sklearn,correct_buys,total_buys,correct_sells,total_sells,correct_holds,total_holds
LSTM_MO,1,41645.94883541991,-0.010725438086409245,48072,100396,64471,99523,0,0
LSTM_MO,1,45791.287815940486,-0.03273524291047125,56834,98582,66348,100258,0,1078
LSTM_MO,1,45241.79865247598,0.02489657800691425,57023,98244,72647,101608,0,65
LSTM_MO,1,47834.7423279979,-0.00017196199551716695,56120,97681,75163,102187,0,48
LSTM_MO,1,49410.619707319034,-0.011135743399484532,57167,97505,75990,102401,0,10
LSTM_MO,1,48203.61054600012,0.030199096707531736,57078,97422,77050,102490,0,3
LSTM_MO,1,48168.92484130166,0.04500547746027839,60055,97434,76749,102478,0,2
LSTM_MO,1,49857.6248693583,0.02290965558823521,58726,97559,74568,102353,0,1
LSTM_MO,1,51448.002813602616,0.0005026824851551703,57211,97606,74760,102306,0,0
LSTM_MO,1,49900.767150414555,0.03758709232409274,58049,97629,75105,102283,0,0
LSTM_MO,1,50742.83850972743,0.027054464904379794,57681,97574,74599,102337,0,0
LSTM_MO,1,57906.2260680837,-0.10538847399686557,54805,97514,72512,102396,0,0
LSTM_MO,1,52490.16067561821,0.0019313219015512084,58636,97551,70270,102358,0,0
LSTM_MO,1,59622.786362684914,-0.12958155681301453,44709,97578,76787,102330,0,0
LSTM_MO,1,54492.11336088155,-0.02909749898015712,57520,97604,70087,102304,0,0
LSTM_MO,1,62361.456980040384,-0.17438484606070115,51317,97701,74902,102206,0,0
LSTM_MO,1,52052.341980961755,0.022115803934532052,49358,97796,76831,102110,0,0
LSTM_MO,1,55834.110223879296,-0.046770388667132234,49902,97801,73643,102104,0,0
LSTM_MO,1,61274.877420403616,-0.14647096344552657,40078,97858,79452,102046,0,0
LSTM_MO,1,57312.8102235857,-0.07006046699735458,49210,97921,72317,101983,0,0
LSTM_MO,1,52215.876334663204,0.02720285147230228,52300,97982,70491,101921,0,0
LSTM_MO,1,52405.55694554652,0.025538125875811613,53211,98047,70658,101855,0,0
LSTM_MO,1,52397.503733925594,0.02752137065098681,60544,98191,62360,101710,0,0
LSTM_MO,1,55603.33280899536,-0.030132572159000448,48257,98206,70117,101694,0,0
LSTM_MO,1,54780.125920045844,-0.013137347961720058,55120,98151,64868,101749,0,0
LSTM_MO,1,53535.41599830726,0.011512093460386064,47902,98172,70148,101727,0,0
LSTM_MO,1,52964.881377693666,0.023388788068334332,56332,98225,63466,101673,0,0
LSTM_MO,1,56081.07569059483,-0.03271389172691852,57576,98248,59327,101649,0,0
LSTM_MO,1,54644.67553860112,-0.005056758046627419,49531,98330,69240,101566,0,0
LSTM_MO,1,52640.39143160514,0.0329137271333616,59628,98352,59109,101544,0,0
